OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT 
STARLINK-2415,2021-018AT,2025-10-31T05:06:28.773792,15.06396171,.00014129,53.0531,122.8628,88.7585,271.3566,0,U,47828,999,25694,-.4993306E-5,-.356E-5,0
STARLINK-2419,2021-018AV,2025-10-31T05:27:42.803136,15.06397090,.00014711,53.0540,122.7945,93.8672,266.2485,0,U,47830,999,25693,.3742802E-4,.276E-5,0
STARLINK-2420,2021-018AW,2025-10-30T19:55:08.190624,15.06394973,.00013547,53.0563,99.5780,91.9371,268.1773,0,U,47831,999,25728,-.794369E-6,-.293E-5,0
STARLINK-2422,2021-018AX,2025-10-30T20:27:38.338848,15.06391765,.00011089,53.0535,114.4817,93.8403,266.2713,0,U,47832,999,25702,-.1247018E-4,-.467E-5,0
STARLINK-2423,2021-018AY,2025-10-31T05:02:29.686848,15.06399871,.0001307,53.0521,112.8753,87.8357,272.2781,0,U,47833,999,25713,.75241826E-4,.839E-5,0
STARLINK-2424,2021-018AZ,2025-10-30T21:20:43.431648,15.06400961,.00016761,53.0534,114.3146,102.1745,257.9432,0,U,47834,999,25708,.57751756E-4,.579E-5,0
STARLINK-2426,2021-018BB,2025-10-30T04:16:19.861824,15.06404953,.00008047,53.0502,117.5951,85.7586,274.3495,0,U,47836,999,25692,.13048699E-3,.1663E-4,0
STARLINK-2427,2021-018BC,2025-10-29T17:20:48.343200,15.06405594,.00015273,53.0540,99.5514,86.6196,273.4967,0,U,47837,999,25714,.84642111E-4,.98E-5,0
STARLINK-2429,2021-018BD,2025-10-30T20:43:33.595392,15.06401295,.00010493,53.0527,114.4296,90.0809,270.0300,0,U,47838,999,25702,-.14593086E-3,-.2454E-4,0
STARLINK-2431,2021-018BE,2025-10-30T02:18:14.419872,15.06384267,.00016057,53.0535,87.8747,84.8329,275.2843,0,U,47839,999,25734,-.66861076E-4,-.1277E-4,0
STARLINK-2432,2021-018BF,2025-10-30T20:03:44.548128,15.06407960,.0001115,53.0466,94.5536,94.9709,265.1408,0,U,47840,999,25730,.38067684E-4,.286E-5,0
STARLINK-2433,2021-018BG,2025-10-30T19:58:26.968512,15.06397962,.00009514,53.0596,94.5682,94.6677,265.4421,0,U,47841,999,25730,-.22794663E-4,-.621E-5,0
STARLINK-2435,2021-018BJ,2025-10-30T20:34:56.398080,15.06396896,.00014263,53.0523,119.4558,88.2425,271.8728,0,U,47843,999,25697,-.86526028E-4,-.157E-4,0
STARLINK-2446,2021-018BK,2025-10-29T19:04:18.789024,15.06407730,.00012525,53.0541,119.2274,82.0759,278.0372,0,U,47844,999,25686,.16076517E-3,.2114E-4,0
STARLINK-2453,2021-018BL,2025-10-31T04:57:11.556864,15.06398270,.00013394,53.0521,112.8906,91.5221,268.5922,0,U,47845,999,25708,.27160602E-4,.123E-5,0
STARLINK-2280,2021-021B,2025-10-31T05:24:25.572672,15.06387734,.00011108,53.0524,127.8085,102.0682,258.0431,0,U,47861,999,25675,-.84267955E-4,-.1536E-4,0
STARLINK-2291,2021-021C,2025-10-31T04:55:51.413952,15.06399524,.0001509,53.0531,122.8945,89.0873,271.0289,0,U,47862,999,25681,.2852094E-4,.143E-5,0
STARLINK-2326,2021-021L,2025-10-30T21:13:25.426848,15.06398786,.00014138,53.0523,149.3382,83.4571,276.6579,0,U,47870,999,25631,-.45306279E-4,-.956E-5,0
STARLINK-2329,2021-021P,2025-10-29T18:47:04.078176,15.06403812,.00013371,53.0528,129.2799,92.9390,267.1752,0,U,47873,999,25659,.12875695E-3,.1637E-4,0
STARLINK-2330,2021-021Q,2025-10-30T15:43:00.793056,15.06394793,.00014588,53.0523,80.3742,89.3764,270.7392,0,U,47874,999,25736,.68751023E-4,.743E-5,0
STARLINK-2336,2021-021V,2025-10-29T20:27:17.023104,15.06395542,.0001474,53.0524,153.9695,86.2526,273.8631,0,U,47879,999,25643,.14200951E-3,.1834E-4,0
STARLINK-2340,2021-021Y,2025-10-31T08:00:03.000384,15.68852984,.0005368,53.0369,51.5548,312.4841,42.7642,0,U,47882,999,585,.19029438E-2,.228312E-2,0
STARLINK-2342,2021-021Z,2025-10-30T23:48:40.679136,15.06396801,.00013825,53.0545,138.8567,89.9844,270.1304,0,U,47883,999,25674,-.81674584E-4,-.1498E-4,0
STARLINK-2343,2021-021AA,2025-10-30T13:50:54.475296,15.06406596,.00016749,53.0517,145.7191,96.5003,263.6177,0,U,47884,999,25643,-.14959857E-4,-.504E-5,0
STARLINK-2346,2021-021AD,2025-10-30T23:50:40.149600,15.06397051,.00018741,53.0554,143.8511,103.1139,257.0059,0,U,47887,999,25650,.15698342E-3,.2057E-4,0
STARLINK-2354,2021-021AL,2025-10-30T06:15:45.196992,15.06405901,.00015198,53.0535,137.1384,87.0472,273.0691,0,U,47894,999,25648,.16437687E-3,.2168E-4,0
STARLINK-2355,2021-021AM,2025-10-30T12:53:49.947360,15.06403367,.00014904,53.0545,135.8976,86.7009,273.4151,0,U,47895,999,25655,.37063405E-4,.271E-5,0
STARLINK-2356,2021-021AN,2025-10-30T23:52:39.420480,15.06399154,.00015711,53.0531,148.8446,78.1086,282.0079,0,U,47896,999,25638,.53228479E-4,.511E-5,0
STARLINK-2358,2021-021AQ,2025-10-30T12:43:14.764800,15.06396891,.00014558,53.0541,135.9306,88.4945,271.6210,0,U,47898,999,25652,.20781066E-3,.2815E-4,0
STARLINK-2361,2021-021AT,2025-10-30T21:56:34.573056,15.06409389,.00013194,53.0533,124.2897,98.1908,261.9230,0,U,47901,999,25676,.14331311E-3,.1854E-4,0
STARLINK-2363,2021-021AV,2025-10-30T07:45:57.995424,15.06398637,.00015874,53.0509,126.8444,87.4529,272.6642,0,U,47903,999,25702,.21022655E-3,.2851E-4,0
STARLINK-2364,2021-021AW,2025-10-30T12:28:37.054848,15.06399204,.00014356,53.0526,125.9759,88.1344,271.9810,0,U,47904,999,25669,.70358978E-4,.767E-5,0
STARLINK-2367,2021-021AZ,2025-10-30T06:14:25.213920,15.06404880,.00011507,53.0520,147.1432,80.3940,279.7179,0,U,47907,999,25635,.12148077E-3,.1529E-4,0
STARLINK-2368,2021-021BA,2025-10-24T22:00:03.998880,15.52507398,.0001015,53.0535,166.1849,86.8152,51.7902,0,U,47908,999,579,.16717E-1,.1139379E-1,0
STARLINK-2370,2021-021BC,2025-10-30T12:48:33.392448,15.06398328,.00012216,53.0553,136.0724,93.9894,266.1235,0,U,47910,999,25658,.5325075E-4,.512E-5,0
STARLINK-2371,2021-021BD,2025-10-30T14:24:46.798560,15.06405060,.00016902,53.0517,150.8543,86.5248,273.5934,0,U,47911,999,25621,.82057803E-4,.941E-5,0
STARLINK-2378,2021-021BJ,2025-10-31T05:43:38.037216,15.06397539,.0001628,53.0548,122.7491,94.6391,265.4784,0,U,47916,999,25680,.48215519E-4,.437E-5,0
STARLINK-2405,2021-021BM,2025-10-30T13:45:35.329248,15.06404850,.00013017,53.0532,145.7358,96.0620,264.0517,0,U,47919,999,25642,-.3424616E-5,-.332E-5,0
STARLINK-1647,2021-024B,2025-10-30T22:26:23.870400,15.06398310,.00013981,53.0537,199.1125,73.5142,286.6001,0,U,47978,999,25500,-.95679189E-4,-.1706E-4,0
STARLINK-2303,2021-024E,2025-10-30T22:10:28.777152,15.06399073,.0001459,53.0534,199.1602,79.4555,280.6598,0,U,47981,999,25500,-.10178912E-3,-.1797E-4,0
STARLINK-2273,2021-024S,2025-10-30T21:17:24.686592,15.06399692,.0001326,53.0529,159.3249,95.0019,265.1122,0,U,47993,999,25555,-.35556985E-4,-.811E-5,0
STARLINK-2266,2021-024W,2025-10-30T16:10:12.987552,15.06404023,.00012462,53.0532,175.2843,95.3809,264.7323,0,U,47997,999,25531,.13379073E-3,.1712E-4,0
STARLINK-2270,2021-024Z,2025-10-30T19:51:53.201376,15.06368167,.00014179,53.0531,104.7935,86.4165,273.6986,0,U,48000,999,25626,-.31515703E-3,-.4968E-4,0
STARLINK-2153,2021-024AJ,2025-10-30T23:11:31.202304,15.06395522,.0001324,53.0524,178.9687,92.1840,267.9300,0,U,48009,999,25523,-.13029989E-3,-.2221E-4,0
STARLINK-2226,2021-024AK,2025-10-30T23:30:05.783040,15.06407626,.00014373,53.0533,198.9127,111.3637,248.7506,0,U,48010,999,25495,.64422142E-3,.9329E-4,0
STARLINK-2285,2021-024AU,2025-10-30T21:02:08.781792,15.06396979,.00013125,53.0525,174.3721,84.8169,275.2969,0,U,48019,999,25528,-.5037354E-4,-.1032E-4,0
STARLINK-2298,2021-024AX,2025-10-30T23:01:36.054912,15.06418002,.00016348,53.0527,194.2819,92.1399,267.9777,0,U,48022,999,25507,.52522228E-3,.7554E-4,0
STARLINK-2292,2021-024AY,2025-10-31T00:21:08.919648,15.06387402,.00017135,53.0540,193.7539,66.0207,294.0961,0,U,48023,999,25508,-.13224683E-2,-.19919E-3,0
STARLINK-2299,2021-024BE,2025-10-30T22:13:47.698464,15.06395300,.0001423,53.0542,194.1476,77.5528,282.5620,0,U,48029,999,25507,-.1275921E-3,-.2181E-4,0
STARLINK-2404,2021-027B,2025-10-30T12:15:23.741280,15.06390595,.00013716,53.0559,26.2146,110.1700,249.9437,0,U,48093,999,25293,-.54858563E-4,-.1098E-4,0
STARLINK-2412,2021-027C,2025-10-30T11:05:01.490784,15.06396800,.0002001,53.0570,36.2346,89.6720,270.4498,0,U,48094,999,25279,.12244266E-3,.1542E-4,0
STARLINK-2414,2021-027D,2025-10-30T16:02:15.300960,15.06389274,.00014696,53.0570,35.3044,116.7002,243.4138,0,U,48095,999,25283,-.41700549E-4,-.902E-5,0
STARLINK-2417,2021-027E,2025-10-30T15:25:06.255264,15.06399484,.0001513,53.0561,35.4211,92.7523,267.3639,0,U,48096,999,25281,-.30138946E-4,-.73E-5,0
STARLINK-2418,2021-027F,2025-10-30T14:55:53.961312,15.06423112,.00016418,53.0556,15.5124,82.1475,277.9701,0,U,48097,999,25309,.11793127E-2,.17339E-3,0
STARLINK-2421,2021-027G,2025-10-30T11:11:39.258240,15.06379364,.00018324,53.0571,26.2140,105.6722,254.4470,0,U,48098,999,25292,-.57442502E-4,-.1137E-4,0
STARLINK-2428,2021-027H,2025-10-30T12:29:56.621472,15.06395601,.00012895,53.0544,35.9659,90.8082,269.3055,0,U,48099,999,25279,-.58883426E-4,-.1158E-4,0
STARLINK-2430,2021-027J,2025-10-30T11:34:12.385920,15.06390938,.00015173,53.0559,16.1383,108.6726,251.4428,0,U,48100,999,25307,-.39709775E-3,-.619E-4,0
STARLINK-2436,2021-027K,2025-10-30T14:49:18.745248,15.06394323,.00014775,53.0552,25.7390,94.9889,265.1269,0,U,48101,999,25295,.29242408E-3,.4076E-4,0
STARLINK-2439,2021-027N,2025-10-30T14:15:26.548992,15.06392265,.00015338,53.0547,20.6395,81.1115,279.0048,0,U,48104,999,25302,-.76798875E-4,-.1425E-4,0
STARLINK-2440,2021-027P,2025-10-31T07:08:33.368352,15.06395021,.0002654,53.0552,322.4811,152.4534,207.6596,0,U,48105,999,25389,-.80446068E-4,-.148E-4,0
STARLINK-2442,2021-027Q,2025-10-30T14:50:35.935008,15.06393166,.00009437,53.0546,15.5427,99.6388,260.4708,0,U,48106,999,25309,.39881584E-3,.5663E-4,0
STARLINK-2443,2021-027R,2025-10-30T10:25:12.469440,15.06392987,.00024738,53.0568,16.3586,132.1071,228.0128,0,U,48107,999,25306,-.22527386E-3,-.3635E-4,0
STARLINK-2448,2021-027V,2025-10-30T10:55:44.620320,15.06369023,.00014724,53.0587,26.2358,71.8986,288.2163,0,U,48111,999,25293,.99108398E-4,.1194E-4,0
STARLINK-2449,2021-027W,2025-10-30T17:07:57.819360,15.06392424,.0001446,53.0551,40.2646,93.4137,266.7017,0,U,48112,999,25275,-.942019E-5,-.422E-5,0
STARLINK-2450,2021-027X,2025-10-30T15:35:43.593504,15.06391273,.00018132,53.0559,35.3904,91.1167,269.0030,0,U,48113,999,25280,-.23025619E-4,-.624E-5,0
STARLINK-2452,2021-027Z,2025-10-30T15:21:07.030944,15.06393695,.00014884,53.0554,25.4408,107.7860,252.3292,0,U,48115,999,25295,.36722607E-3,.5192E-4,0
STARLINK-2454,2021-027AA,2025-10-30T12:19:19.497504,15.06398852,.00014852,53.0552,35.9953,94.5522,265.5637,0,U,48116,999,25279,.13304207E-3,.1701E-4,0
STARLINK-2455,2021-027AB,2025-10-30T14:49:14.306880,15.06390958,.00015794,53.0561,15.5227,104.4889,255.6275,0,U,48117,999,25309,.18035325E-3,.2405E-4,0
STARLINK-2459,2021-027AD,2025-10-30T10:13:14.025792,15.06404291,.00013141,53.0554,16.3843,93.9421,266.1719,0,U,48119,999,25305,.43536049E-3,.621E-4,0
STARLINK-2460,2021-027AE,2025-10-30T16:44:43.106496,15.06396809,.00015443,53.0554,35.1757,84.9291,275.1874,0,U,48120,999,25283,.45337724E-3,.6477E-4,0
STARLINK-2462,2021-027AF,2025-10-30T16:03:34.243776,15.06395500,.00011262,53.0545,25.3026,95.0650,265.0468,0,U,48121,999,25295,-.89422161E-4,-.1613E-4,0
STARLINK-2464,2021-027AH,2025-10-30T11:28:54.675840,15.06382771,.000136,53.0550,16.1594,90.0697,270.0448,0,U,48123,999,25307,.13292563E-2,.19564E-3,0
STARLINK-2465,2021-027AJ,2025-10-30T11:27:34.735968,15.06392919,.00014254,53.0545,26.1633,97.9689,262.1461,0,U,48124,999,25292,.15794754E-4,-.46E-6,0
STARLINK-2466,2021-027AK,2025-10-30T11:47:31.979040,15.06389844,.00014486,53.0551,36.3423,98.7018,261.4135,0,U,48125,999,25279,-.6408667E-5,-.377E-5,0
STARLINK-2467,2021-027AL,2025-10-30T12:16:41.265408,15.06382292,.00016153,53.0560,16.0137,102.0031,258.1139,0,U,48126,999,25308,.1431378E-3,.185E-4,0
STARLINK-2468,2021-027AM,2025-10-30T15:14:30.164640,15.06398239,.00014964,53.0559,35.4546,104.1898,255.9257,0,U,48127,999,25281,.23433554E-3,.321E-4,0
STARLINK-2469,2021-027AN,2025-10-31T06:42:02.016000,15.06401972,.00017912,53.0556,322.6462,102.2503,257.8687,0,U,48128,999,25388,.47314005E-3,.6773E-4,0
STARLINK-2471,2021-027AP,2025-10-30T10:17:14.850240,15.06385058,.00018256,53.0557,36.3821,111.4968,248.6215,0,U,48129,999,25278,-.43230585E-3,-.6712E-4,0
STARLINK-2472,2021-027AQ,2025-10-30T16:04:20.692416,15.06396957,.00014526,53.0520,40.8480,93.5698,266.5457,0,U,48130,999,25274,.82182143E-4,.943E-5,0
STARLINK-2473,2021-027AR,2025-10-30T10:30:30.543264,15.06377503,.0002021,53.0552,16.3425,107.4136,252.7074,0,U,48131,999,25306,.84173688E-3,.12271E-3,0
STARLINK-2474,2021-027AS,2025-10-30T11:36:51.539904,15.06398761,.00013249,53.0542,36.1334,108.3517,251.7616,0,U,48132,999,25278,.97169171E-4,.1166E-4,0
STARLINK-2475,2021-027AT,2025-10-30T16:18:10.846944,15.06392771,.0001334,53.0555,35.2573,100.8454,259.2685,0,U,48133,999,25282,-.41241541E-4,-.896E-5,0
STARLINK-2476,2021-027AU,2025-10-30T15:56:56.822784,15.06396069,.00023215,53.0589,35.3255,86.8004,273.3251,0,U,48134,999,25281,.46249631E-4,.407E-5,0
STARLINK-2478,2021-027AV,2025-10-30T15:58:58.171584,15.06398912,.00016015,53.0531,40.4808,94.7314,265.3858,0,U,48135,999,25274,.1317426E-3,.1681E-4,0
STARLINK-2479,2021-027AW,2025-10-31T06:27:30.250368,15.06402349,.00012835,53.0549,33.1115,94.6914,265.4222,0,U,48136,999,25290,.47784063E-4,.43E-5,0
STARLINK-2480,2021-027AX,2025-10-30T13:57:30.135456,15.06416513,.00012699,53.0547,15.6698,96.8348,263.2785,0,U,48137,999,25308,.19496755E-2,.28891E-3,0
STARLINK-2481,2021-027AY,2025-10-30T16:12:52.368768,15.06395569,.00014381,53.0560,35.2764,84.9684,275.1469,0,U,48138,999,25282,-.27555973E-4,-.692E-5,0
STARLINK-2482,2021-027AZ,2025-10-30T11:12:59.358816,15.06384986,.00019971,53.0581,16.2094,79.2868,280.8346,0,U,48139,999,25307,-.3322364E-3,-.5225E-4,0
STARLINK-2483,2021-027BA,2025-10-30T11:42:16.579296,15.06391358,.00015681,53.0551,36.6674,94.2975,265.8193,0,U,48140,999,25278,.23661546E-4,.71E-6,0
STARLINK-2485,2021-027BC,2025-10-30T11:07:40.808064,15.06403313,.00012206,53.0550,16.2283,94.7084,265.4044,0,U,48142,999,25307,.63487331E-3,.9188E-4,0
STARLINK-2486,2021-027BD,2025-10-31T06:01:33.673152,15.06400463,.0001529,53.0549,327.7901,112.2374,247.8778,0,U,48143,999,25381,.53554421E-3,.7704E-4,0
STARLINK-2487,2021-027BE,2025-10-31T06:24:45.329184,15.06418483,.00019379,53.0586,12.6172,98.7370,261.3839,0,U,48144,999,25318,.10839764E-2,.15909E-3,0
STARLINK-2488,2021-027BF,2025-10-31T06:30:04.225536,15.06416000,.00014287,53.0545,12.6029,101.9245,258.1905,0,U,48145,999,25319,.13695407E-2,.20185E-3,0
STARLINK-2491,2021-027BJ,2025-10-30T16:55:19.615296,15.06397139,.00014925,53.0547,35.1398,103.3747,256.7409,0,U,48148,999,25281,.44775991E-3,.6394E-4,0
STARLINK-2492,2021-027BK,2025-10-30T14:02:49.529472,15.06378662,.00014502,53.0552,15.6806,95.4357,264.6798,0,U,48149,999,25308,-.47507663E-3,-.7346E-4,0
STARLINK-2493,2021-027BL,2025-10-30T14:08:08.581344,15.06387678,.00015438,53.0549,15.6641,91.5599,268.5567,0,U,48150,999,25309,.25294593E-3,.3487E-4,0
STARLINK-2503,2021-027BM,2025-10-30T14:13:27.101856,15.06394496,.00014644,53.0550,15.6450,81.4016,278.7139,0,U,48151,999,25309,.41954276E-3,.5972E-4,0
STARLINK-2567,2021-036A,2025-10-31T03:56:48.471360,15.06406654,.00014833,53.0537,268.0825,84.3172,275.7987,0,U,48276,999,24928,.15614853E-3,.2045E-4,0
STARLINK-2569,2021-036B,2025-10-31T00:47:43.288224,15.06423776,.00016763,53.0529,233.6707,77.6662,282.4514,0,U,48277,999,24975,.14804985E-2,.21853E-3,0
STARLINK-2543,2021-036C,2025-10-31T03:17:00.490272,15.06425960,.00015601,53.0535,248.2899,102.8649,257.2515,0,U,48278,999,24955,.98448167E-3,.14423E-3,0
STARLINK-2565,2021-036E,2025-10-31T06:08:10.225824,15.06397214,.00018514,53.0579,317.6672,107.3783,252.7409,0,U,48280,999,24859,-.99455077E-4,-.1763E-4,0
STARLINK-2558,2021-036G,2025-10-31T07:00:35.509824,15.06403275,.00017524,53.0552,302.5043,99.2221,260.8966,0,U,48282,999,24881,.21487517E-3,.2921E-4,0
STARLINK-2516,2021-036H,2025-10-31T05:19:45.657408,15.06420829,.00014831,53.0543,302.8203,100.8546,259.2610,0,U,48283,999,24880,.55508997E-3,.8001E-4,0
STARLINK-2564,2021-036J,2025-10-31T06:49:58.629504,15.06407238,.00015995,53.0550,302.5398,92.5117,267.6055,0,U,48284,999,24880,.16238338E-3,.2138E-4,0
STARLINK-2547,2021-036L,2025-10-31T05:41:01.246272,15.06407733,.00016441,53.0549,303.0221,86.2672,273.8505,0,U,48286,999,24879,.84984236E-4,.985E-5,0
STARLINK-2566,2021-036M,2025-10-31T06:34:03.531072,15.06406719,.00016844,53.0552,302.5903,99.6045,260.5134,0,U,48287,999,24880,.17709441E-3,.2358E-4,0
STARLINK-2545,2021-036P,2025-10-31T06:23:26.516832,15.06407679,.00015004,53.0541,302.6305,85.9967,274.1194,0,U,48289,999,24880,.23685559E-3,.3249E-4,0
STARLINK-2540,2021-036Q,2025-10-31T08:00:03.000384,15.18567346,.00014144,53.0539,302.0524,103.3792,61.5421,0,U,48290,999,575,.87762228E-1,.2043787E-1,0
STARLINK-2555,2021-036R,2025-10-31T04:37:17.605632,15.06404226,.00014768,53.0556,302.9602,86.8267,273.2891,0,U,48291,999,24879,.21128929E-3,.2867E-4,0
STARLINK-2542,2021-036S,2025-10-31T06:28:46.377408,15.06413591,.00015388,53.0554,302.7697,100.3163,259.8000,0,U,48292,999,24880,-.1591998E-3,-.2653E-4,0
STARLINK-2550,2021-036T,2025-10-31T06:02:14.429760,15.06390247,.00013493,53.0571,302.6868,93.2604,266.8539,0,U,48293,999,24880,-.30866226E-3,-.4875E-4,0
STARLINK-2533,2021-036U,2025-10-31T05:56:54.643488,15.06400883,.0001957,53.0574,302.7132,106.9373,253.1831,0,U,48294,999,24880,.97212023E-4,.1167E-4,0
STARLINK-2535,2021-036V,2025-10-31T07:27:07.577568,15.06405251,.00015142,53.0554,302.4246,86.1136,274.0026,0,U,48295,999,24881,.93154492E-4,.1106E-4,0
STARLINK-2559,2021-036Y,2025-10-31T05:35:40.304832,15.06408845,.00015347,53.0553,302.7713,80.2702,279.8461,0,U,48298,999,24880,.16013329E-3,.2105E-4,0
STARLINK-2557,2021-036Z,2025-10-31T05:30:22.388256,15.06401740,.00014864,53.0565,302.7845,94.7199,265.3959,0,U,48299,999,24880,-.25000026E-4,-.654E-5,0
STARLINK-2538,2021-036AA,2025-10-31T06:53:57.592896,15.06407359,.00012888,53.0551,312.5322,91.3065,268.8072,0,U,48300,999,24867,.1736961E-5,-.256E-5,0
STARLINK-2537,2021-036AB,2025-10-31T06:48:38.840832,15.06405802,.00015686,53.0543,312.5449,95.7762,264.3406,0,U,48301,999,24866,.17118148E-3,.2269E-4,0
STARLINK-2530,2021-036AD,2025-10-31T06:16:53.895360,15.06399474,.00013913,53.0540,313.1816,85.4914,274.6234,0,U,48303,999,24865,.41423432E-4,.336E-5,0
STARLINK-2524,2021-036AE,2025-10-31T06:32:43.484928,15.06403542,.00016077,53.0548,312.5930,115.6868,244.4287,0,U,48304,999,24866,.18054973E-3,.2409E-4,0
STARLINK-2519,2021-036AF,2025-10-31T06:11:35.843136,15.06399961,.00015274,53.0551,313.2374,109.2522,250.8633,0,U,48305,999,24865,.67355787E-4,.722E-5,0
STARLINK-2523,2021-036AG,2025-10-31T06:22:07.188672,15.06405133,.00011879,53.0544,312.6265,89.5834,270.5291,0,U,48306,999,24866,.56056523E-3,.8079E-4,0
STARLINK-2517,2021-036AK,2025-10-31T06:06:11.373120,15.06403235,.00013316,53.0541,312.6760,95.7552,264.3588,0,U,48309,999,24866,.19212813E-3,.2582E-4,0
STARLINK-2536,2021-036AL,2025-10-31T06:00:52.484544,15.06417664,.00016829,53.0567,312.6896,107.0305,253.0869,0,U,48310,999,24866,-.15868756E-3,-.2646E-4,0
STARLINK-2534,2021-036AM,2025-10-31T05:55:33.761856,15.06415662,.00017515,53.0549,312.7048,106.6293,253.4888,0,U,48311,999,24866,-.24408732E-3,-.3917E-4,0
STARLINK-2061,2021-036AN,2025-10-31T07:25:48.306432,15.06404769,.00017229,53.0556,312.4245,106.3180,253.7998,0,U,48312,999,24867,.20498906E-3,.2773E-4,0
STARLINK-2549,2021-036AQ,2025-10-31T05:39:39.394368,15.06404355,.00018056,53.0559,312.7562,100.7617,259.3575,0,U,48314,999,24865,.21164104E-3,.2873E-4,0
STARLINK-2506,2021-036AR,2025-10-31T07:09:53.261568,15.06407678,.00016602,53.0551,312.4743,93.2423,266.8756,0,U,48315,999,24866,.20645441E-3,.2796E-4,0
STARLINK-2507,2021-036AS,2025-10-31T07:04:34.449024,15.06393421,.00014398,53.0546,312.4951,94.7161,265.3993,0,U,48316,999,24866,.74118447E-3,.10774E-3,0
STARLINK-2513,2021-036AT,2025-10-31T06:59:14.600544,15.06427083,.00016179,53.0557,312.5124,82.9157,277.2016,0,U,48317,999,24866,.33167095E-3,.4666E-4,0
STARLINK-2509,2021-036AU,2025-10-31T06:47:20.448384,15.06393185,.00013565,53.0549,322.5490,94.6974,265.4170,0,U,48318,999,24852,.32423884E-3,.455E-4,0
STARLINK-2512,2021-036AV,2025-10-31T06:40:39.135936,15.06406464,.00020217,53.0555,322.5529,122.0588,238.0598,0,U,48319,999,24852,.26486901E-3,.3666E-4,0
STARLINK-2029,2021-036AW,2025-10-31T06:36:42.065568,15.06406496,.00016333,53.0562,322.5783,103.5915,256.5256,0,U,48320,999,24852,-.38348789E-4,-.853E-5,0
STARLINK-2457,2021-036AX,2025-10-31T06:31:24.497184,15.06401475,.00021287,53.0553,322.5969,116.6664,243.4543,0,U,48321,999,24852,.27007399E-3,.3743E-4,0
STARLINK-2515,2021-036AZ,2025-10-31T06:20:45.865536,15.06397264,.00012512,53.0547,322.6324,128.1483,231.9619,0,U,48323,999,24852,-.23616806E-3,-.3797E-4,0
STARLINK-2495,2021-036BB,2025-10-31T06:10:10.892064,15.06407341,.00015285,53.0560,322.6608,83.9787,276.1376,0,U,48325,999,24852,.67123092E-3,.9732E-4,0
STARLINK-2498,2021-036BC,2025-10-31T06:04:51.822912,15.06402964,.00014628,53.0559,322.6764,75.8296,284.2855,0,U,48326,999,24852,.62057434E-4,.643E-5,0
STARLINK-2502,2021-036BD,2025-10-31T07:35:05.166528,15.06411696,.00015595,53.0567,322.3993,92.7873,267.3295,0,U,48327,999,24853,-.753208E-5,-.394E-5,0
STARLINK-2504,2021-036BE,2025-10-31T07:29:47.800320,15.06396371,.0001361,53.0539,322.4158,88.3807,271.7338,0,U,48328,999,24853,.29021376E-3,.4043E-4,0
STARLINK-2510,2021-036BF,2025-10-31T07:24:30.014208,15.06392301,.00019268,53.0579,322.4370,95.9262,264.1947,0,U,48329,999,24853,.27509854E-3,.3817E-4,0
STARLINK-2501,2021-036BG,2025-10-31T07:19:10.651296,15.06396217,.00015548,53.0562,322.4519,94.3767,265.7400,0,U,48330,999,24853,.1965177E-4,.11E-6,0
STARLINK-2514,2021-036BH,2025-10-31T07:13:50.202336,15.06421587,.00015339,53.0549,322.4643,68.1248,291.9904,0,U,48331,999,24853,.41243419E-3,.587E-4,0
STARLINK-2511,2021-036BJ,2025-10-31T08:00:03.000384,15.30565552,.00015337,53.0549,321.2414,79.1932,296.4356,0,U,48332,999,580,.51905326E-1,.1724374E-1,0
STARLINK-2518,2021-036BK,2025-10-31T07:03:14.838336,15.06405500,.00014393,53.0559,322.5013,86.3151,273.8002,0,U,48333,999,24853,.22342407E-3,.3048E-4,0
STARLINK-2470,2021-036BL,2025-10-31T06:57:56.408544,15.06404092,.00014801,53.0547,322.5136,85.5789,274.5370,0,U,48334,999,24853,.39499812E-3,.5607E-4,0
STARLINK-2613,2021-038A,2025-10-31T02:13:56.750016,15.06430710,.00011638,53.0533,223.4023,119.4837,240.6268,0,U,48353,999,24749,.14696769E-2,.21695E-3,0
STARLINK-2674,2021-038B,2025-10-31T00:33:07.441056,15.06426810,.00014523,53.0538,223.7173,78.3136,281.8015,0,U,48354,999,24748,.15065329E-2,.22246E-3,0
STARLINK-2635,2021-038C,2025-10-31T02:03:20.884896,15.06465498,.00015684,53.0540,223.4324,120.0631,240.0514,0,U,48355,999,24749,.2466602E-2,.36716E-3,0
STARLINK-2637,2021-038D,2025-10-31T00:22:29.923104,15.06440793,.00013041,53.0537,223.7481,96.6433,263.4705,0,U,48356,999,24748,.12892836E-2,.18996E-3,0
STARLINK-2636,2021-038E,2025-10-31T06:02:18.614976,15.06398834,.0001846,53.0533,223.1138,71.4552,288.6637,0,U,48357,999,24751,.16716019E-2,.24704E-3,0
