OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT 
STARLINK-30449,2023-146N,2025-10-31T00:00:58.051296,15.02535430,.0001178,43.0059,297.5233,269.0859,90.9849,0,U,57903,999,11650,.19632239E-4,.62E-6,0
STARLINK-30466,2023-146P,2025-10-31T00:39:19.555488,15.02533780,.00011996,43.0064,297.7271,267.8495,92.2210,0,U,57904,999,11650,.280254E-4,.175E-5,0
STARLINK-30451,2023-146Q,2025-10-30T06:23:10.693536,15.02400673,.0001719,43.0041,301.4683,301.6861,58.3813,0,U,57905,999,11639,.22883393E-2,.30733E-3,0
STARLINK-30428,2023-146R,2025-10-30T11:48:42.433920,15.02535533,.00010141,43.0045,300.5878,273.4831,86.5896,0,U,57906,999,11642,.46275363E-4,.422E-5,0
STARLINK-30482,2023-146S,2025-10-31T00:29:42.387072,15.02549373,.00010095,43.0031,297.6739,258.3625,101.7104,0,U,57907,999,11651,.18264285E-3,.2265E-4,0
STARLINK-30464,2023-146T,2025-10-31T00:20:08.621952,15.02535087,.00014389,43.0053,297.6228,271.2692,88.7986,0,U,57908,999,11650,.94342499E-4,.1071E-4,0
STARLINK-30463,2023-146U,2025-10-31T00:24:56.688192,15.02536115,.00025757,43.0118,297.6556,283.7789,76.2766,0,U,57909,999,11650,.80559095E-4,.884E-5,0
STARLINK-30453,2023-146V,2025-10-31T00:15:21.020544,15.02534607,.00012644,43.0042,297.5973,267.0053,93.0645,0,U,57910,999,11650,.3084665E-5,-.162E-5,0
STARLINK-30478,2023-146W,2025-10-31T06:17:29.505120,15.02542186,.0001601,43.0050,296.0378,270.9193,89.1465,0,U,57911,999,11760,.1950126E-3,.2432E-4,0
STARLINK-30477,2023-146X,2025-10-31T00:10:33.540096,15.02536915,.00012502,43.0054,297.5739,264.6643,95.4057,0,U,57912,999,11756,.18961671E-4,.53E-6,0
STARLINK-30450,2023-147A,2025-10-29T17:32:18.610944,15.02537457,.00011885,43.0046,318.0550,263.5625,96.5082,0,U,57913,999,11688,.37146954E-4,.298E-5,0
STARLINK-30483,2023-147B,2025-10-30T17:32:34.511136,15.27596149,.00005789,42.9978,193.5665,27.6205,332.4677,0,U,57914,999,11843,-.12370403E-3,-.3666E-4,0
STARLINK-30454,2023-147C,2025-10-29T07:48:21.941280,15.02530423,.00010651,43.0021,320.1714,279.0073,81.0649,0,U,57915,999,11682,-.6318462E-5,-.289E-5,0
STARLINK-30501,2023-147E,2025-10-29T07:43:33.418848,15.02538785,.0001239,43.0053,320.1491,275.4460,84.6241,0,U,57917,999,11685,.7762759E-5,-.99E-6,0
STARLINK-30499,2023-147F,2025-10-30T17:06:51.061536,15.27600675,.00017702,43.0005,194.2557,272.0345,88.0304,0,U,57918,999,11845,.15029092E-3,.3878E-4,0
STARLINK-30496,2023-147G,2025-10-29T07:33:58.149504,15.02537977,.00010718,43.0028,320.0972,272.0372,88.0347,0,U,57919,999,11685,.43144159E-4,.379E-5,0
STARLINK-30485,2023-147H,2025-10-30T07:25:05.842560,15.02535260,.00013139,43.0049,314.6544,270.5730,89.4962,0,U,57920,999,11700,.17300842E-4,.3E-6,0
STARLINK-30492,2023-147J,2025-10-30T07:20:18.977280,15.02528618,.0001382,43.0050,314.6257,272.9072,87.1612,0,U,57921,999,11697,-.30742181E-4,-.619E-5,0
STARLINK-30440,2023-147L,2025-10-31T00:48:30.753792,15.02538923,.00012068,43.0066,310.6310,273.4721,86.5983,0,U,57923,999,11711,.53561024E-4,.52E-5,0
STARLINK-30487,2023-147M,2025-10-31T00:19:44.673600,15.02534618,.00008491,43.0035,310.4619,274.8689,85.2056,0,U,57924,999,11711,.58815664E-4,.591E-5,0
STARLINK-30452,2023-147N,2025-10-31T00:43:43.180032,15.02534383,.00012971,43.0058,310.6002,272.8827,87.1867,0,U,57925,999,11708,.50808924E-4,.483E-5,0
STARLINK-30468,2023-147P,2025-10-31T00:38:55.550976,15.02536759,.00012635,43.0032,310.5846,275.7788,84.2910,0,U,57926,999,11708,.52241834E-4,.502E-5,0
STARLINK-30459,2023-147Q,2025-10-31T08:00:03.000384,15.42666401,.00161619,42.9981,168.7793,250.2010,89.4063,0,U,57927,999,588,.37589165E-2,.171895E-2,0
STARLINK-30448,2023-147R,2025-10-31T00:29:20.108832,15.02536866,.00011034,43.0032,310.5277,272.4095,87.6621,0,U,57928,999,11708,.29102147E-4,.19E-5,0
STARLINK-30476,2023-147T,2025-10-30T05:41:18.756096,15.17431080,.00118576,42.9971,288.1044,94.8415,265.3787,0,U,57930,999,11727,.23828436E-2,.48727E-3,0
STARLINK-30488,2023-147U,2025-10-31T00:24:32.612832,15.02536193,.00005629,43.0033,310.5048,267.0478,93.0300,0,U,57931,999,11711,.55384316E-4,.545E-5,0
STARLINK-30471,2023-147V,2025-10-31T00:00:34.001856,15.02536255,.00011568,43.0038,310.3780,275.0884,84.9827,0,U,57932,999,11708,.25126337E-4,.136E-5,0
STARLINK-30461,2023-147W,2025-10-31T00:14:57.068736,15.02536676,.00010884,43.0030,310.4587,272.2636,87.8082,0,U,57933,999,11708,.29178505E-4,.191E-5,0
STARLINK-30712,2023-148A,2025-10-31T04:05:14.828928,15.30191809,.00011835,53.1591,265.8030,84.6222,275.4913,0,U,57935,999,11859,.921782E-5,-.86E-6,0
STARLINK-30716,2023-148B,2025-10-31T03:13:43.394592,15.30193872,.00014749,53.1624,266.2057,94.6621,265.4549,0,U,57936,999,11858,.23452268E-4,.335E-5,0
STARLINK-30400,2023-148C,2025-10-31T04:09:47.738016,15.30194145,.0001219,53.1594,265.7856,82.1965,277.9175,0,U,57937,999,11859,.28624714E-4,.489E-5,0
STARLINK-30710,2023-148D,2025-10-31T03:51:42.596352,15.30193719,.00011483,53.1610,255.8696,85.8349,274.2783,0,U,57938,999,11872,.18424652E-4,.187E-5,0
STARLINK-30714,2023-148E,2025-10-31T03:22:50.214144,15.30198359,.00015101,53.1620,266.2282,92.3083,267.8090,0,U,57939,999,11858,-.5790468E-5,-.531E-5,0
STARLINK-30711,2023-148F,2025-10-31T03:18:17.502912,15.30201932,.00015716,53.1623,266.2296,92.6052,267.5129,0,U,57940,999,11858,-.19829334E-4,-.947E-5,0
STARLINK-30715,2023-148G,2025-10-31T03:39:31.262688,15.30191661,.00012601,53.1602,255.6769,84.5334,275.5810,0,U,57941,999,11873,.57127861E-4,.1333E-4,0
STARLINK-30455,2023-148H,2025-10-31T03:27:23.370336,15.30190586,.00007668,53.1599,266.2131,112.0141,248.0941,0,U,57942,999,11858,.23960147E-4,.351E-5,0
STARLINK-30456,2023-148J,2025-10-31T03:09:11.153376,15.30191593,.00010421,53.1605,266.2619,93.4885,266.6234,0,U,57943,999,11858,.10504992E-4,-.48E-6,0
STARLINK-30708,2023-148K,2025-10-31T04:14:20.298048,15.30205638,.00014755,53.1610,265.8355,125.3894,234.7245,0,U,57944,999,11859,.77681117E-4,.1942E-4,0
STARLINK-30705,2023-148L,2025-10-31T04:29:33.687744,15.30192596,.00011879,53.1604,265.9044,83.1602,276.9534,0,U,57945,999,11859,.24740428E-4,.374E-5,0
STARLINK-30704,2023-148M,2025-10-31T06:34:15.568320,15.30197057,.00015313,53.1600,342.5727,113.7853,246.3309,0,U,57946,999,11750,.44157452E-4,.949E-5,0
STARLINK-30706,2023-148N,2025-10-31T03:04:37.070976,15.30196553,.00011725,53.1616,266.2351,85.1274,274.9861,0,U,57947,999,11858,.28474378E-4,.484E-5,0
STARLINK-30707,2023-148Q,2025-10-31T04:34:06.822336,15.30196614,.00011434,53.1613,265.9188,87.2179,272.8953,0,U,57949,999,11859,.41409977E-4,.867E-5,0
STARLINK-30701,2023-148R,2025-10-31T04:24:59.627808,15.30193202,.00011868,53.1601,265.8629,89.1984,270.9153,0,U,57950,999,11859,.47603859E-4,.1051E-4,0
STARLINK-30399,2023-148S,2025-10-31T04:18:56.144736,15.30158559,.00011468,53.1601,265.8332,106.5009,253.6118,0,U,57951,999,11859,.82865154E-4,.2093E-4,0
STARLINK-30713,2023-148T,2025-10-31T03:56:07.656000,15.30191800,.00013922,53.1597,265.7622,80.4107,279.7051,0,U,57952,999,11859,.46456055E-4,.1017E-4,0
STARLINK-30700,2023-148U,2025-10-31T03:16:48.936000,15.30193501,.00010909,53.1603,255.9727,96.6566,263.4559,0,U,57953,999,11872,.39101461E-4,.799E-5,0
STARLINK-30703,2023-148V,2025-10-31T02:38:53.510784,15.30183514,.00011746,53.1608,256.0583,87.8645,272.2491,0,U,57954,999,11872,.39301401E-4,.804E-5,0
STARLINK-30702,2023-148W,2025-10-31T04:19:01.361568,15.30187824,.00012221,53.1617,255.7743,95.9055,264.2085,0,U,57955,999,11873,.9729281E-5,-.71E-6,0
STARLINK-30396,2023-151A,2025-10-29T09:37:58.430208,15.02536042,.00011927,43.0044,332.2508,276.8390,83.2317,0,U,57964,999,11598,.15458488E-4,.5E-7,0
STARLINK-30524,2023-151B,2025-10-31T00:49:37.032096,15.02536969,.00012233,43.0054,323.0120,264.9003,95.1700,0,U,57965,999,11623,.23226114E-4,.11E-5,0
STARLINK-30521,2023-151C,2025-10-29T18:41:58.191936,15.02538207,.00011313,43.0043,329.9225,269.1750,90.8963,0,U,57966,999,11604,.51240542E-4,.489E-5,0
STARLINK-30528,2023-151D,2025-10-29T18:37:11.016480,15.02534549,.00010149,43.0041,329.8986,282.5308,77.5421,0,U,57967,999,11604,-.2666544E-5,-.24E-5,0
STARLINK-30495,2023-151E,2025-10-29T19:20:20.009760,15.02533795,.00010059,43.0038,330.1169,268.4587,91.6140,0,U,57968,999,11604,-.344845E-6,-.208E-5,0
STARLINK-30494,2023-151G,2025-10-31T05:03:29.541312,15.80947402,.00004805,42.9833,237.8145,330.4091,29.6753,0,U,57970,999,11724,.65977559E-3,.13373E-2,0
STARLINK-30498,2023-151H,2025-10-30T11:25:35.970528,15.02537624,.00011818,43.0035,326.5342,257.5913,102.4798,0,U,57971,999,11614,.53691088E-4,.522E-5,0
STARLINK-30505,2023-151J,2025-10-31T00:35:24.090432,15.02535747,.00010999,43.0033,323.7656,274.1623,85.9093,0,U,57972,999,11622,.23174135E-4,.109E-5,0
STARLINK-30502,2023-151K,2025-10-30T11:31:59.905344,15.02531095,.0001061,43.0051,326.5661,281.3287,78.7436,0,U,57973,999,11614,.7243018E-4,.775E-5,0
STARLINK-30489,2023-151L,2025-10-31T00:54:23.073984,15.02557620,.00030074,43.0047,323.0139,270.5823,89.4675,0,U,57974,999,11623,.25398419E-3,.3231E-4,0
STARLINK-30503,2023-151M,2025-10-30T11:43:10.657920,15.02535320,.00012883,43.0053,326.6037,273.9677,86.1018,0,U,57975,999,11614,.21720569E-4,.9E-6,0
STARLINK-30512,2023-151N,2025-10-29T19:01:08.689152,15.02531426,.0000886,43.0036,329.9496,264.2983,95.7759,0,U,57976,999,11604,-.21326758E-3,-.3083E-4,0
STARLINK-30509,2023-151P,2025-10-30T12:16:19.213536,15.02535267,.00012636,43.0049,339.5281,272.6497,87.4201,0,U,57977,999,11599,.11569663E-4,-.47E-6,0
STARLINK-30511,2023-151Q,2025-10-30T12:06:43.609824,15.02558844,.00029643,43.0062,339.4791,274.7552,85.2952,0,U,57978,999,11599,-.38160921E-3,-.5359E-4,0
STARLINK-30508,2023-151R,2025-10-30T12:01:56.129376,15.02537877,.00011691,43.0043,339.4436,269.0663,91.0046,0,U,57979,999,11599,.8969739E-4,.1008E-4,0
STARLINK-30504,2023-151S,2025-10-30T21:35:34.987200,15.25910109,.00007371,43.0012,247.1703,237.5889,122.4891,0,U,57980,999,11711,-.858401E-6,-.28E-5,0
STARLINK-30510,2023-151T,2025-10-30T11:57:08.479584,15.02535477,.00010999,43.0035,339.4287,261.4027,98.6691,0,U,57981,999,11599,.51505461E-4,.492E-5,0
STARLINK-30507,2023-151U,2025-10-30T11:52:19.792128,15.02538119,.00017885,43.0065,339.3995,252.8139,107.2508,0,U,57982,999,11599,-.5446067E-4,-.939E-5,0
STARLINK-30515,2023-151V,2025-10-31T02:09:05.627808,15.02537204,.00014811,43.0052,336.1246,275.1333,84.9340,0,U,57983,999,11608,.12848412E-3,.1532E-4,0
STARLINK-30516,2023-151W,2025-10-31T00:28:34.226976,15.02541008,.00012595,43.0050,336.4618,275.5765,84.4933,0,U,57984,999,11607,.8735214E-4,.977E-5,0
STARLINK-30519,2023-151X,2025-10-30T11:37:57.687744,15.02536756,.0001318,43.0039,339.3262,269.8828,90.1863,0,U,57985,999,11593,.67485049E-4,.708E-5,0
STARLINK-30537,2023-153A,2025-10-30T16:03:38.150784,15.02536485,.00013933,43.0034,55.6144,271.3418,88.7264,0,U,57991,999,11521,.50330766E-4,.476E-5,0
STARLINK-30534,2023-153B,2025-10-30T16:18:01.047456,15.02527399,.00015105,43.0043,55.6815,291.4017,68.6664,0,U,57992,999,11521,.17806973E-3,.2202E-4,0
STARLINK-30536,2023-153C,2025-10-30T15:54:02.511648,15.02538994,.0001398,43.0008,55.5634,267.6918,92.3764,0,U,57993,999,11531,.21443207E-4,.86E-6,0
STARLINK-30538,2023-153D,2025-10-30T17:20:10.718592,15.02538144,.00014797,43.0026,55.1485,277.1214,82.9460,0,U,57994,999,11522,.83533494E-4,.925E-5,0
STARLINK-30517,2023-153E,2025-10-30T15:39:39.542400,15.02533899,.00019331,43.0026,55.4852,274.9509,85.1113,0,U,57995,999,11531,.45791245E-4,.415E-5,0
STARLINK-30523,2023-153G,2025-10-30T17:24:57.417120,15.02549744,.00017085,43.0025,55.1770,277.8539,82.2110,0,U,57997,999,11532,.19699453E-3,.2459E-4,0
STARLINK-30531,2023-153H,2025-10-30T14:56:30.491232,15.02539499,.00013707,43.0041,55.2658,273.6448,86.4238,0,U,57998,999,11531,.11829881E-3,.1395E-4,0
STARLINK-30552,2023-153J,2025-10-30T17:05:47.847840,15.02538017,.0001304,43.0032,55.0764,277.2450,82.8244,0,U,57999,999,11532,.98366668E-4,.1125E-4,0
STARLINK-30545,2023-153K,2025-10-30T15:25:16.209408,15.02542923,.00011301,43.0036,55.4082,275.7493,84.3221,0,U,58000,999,11531,.27557771E-4,.169E-5,0
STARLINK-30535,2023-153L,2025-10-30T15:20:29.055552,15.02549020,.00014771,43.0029,55.3851,275.0517,85.0156,0,U,58001,999,11531,-.78905574E-4,-.127E-4,0
STARLINK-30540,2023-153M,2025-10-30T17:48:56.791008,15.02539104,.00015059,43.0030,55.2803,270.8595,89.2075,0,U,58002,999,11522,.97948694E-4,.112E-4,0
STARLINK-30546,2023-153N,2025-10-30T16:51:24.712704,15.02537061,.00012328,43.0038,54.9952,277.2425,82.8277,0,U,58003,999,11532,.89405921E-4,.1004E-4,0
STARLINK-30539,2023-153P,2025-10-30T16:46:37.221888,15.02532022,.00012589,43.0045,54.9755,264.6547,95.4152,0,U,58004,999,11532,.11359475E-3,.1331E-4,0
STARLINK-30530,2023-153Q,2025-10-30T16:37:01.727040,15.02534972,.00013685,43.0050,54.9203,269.3313,90.7373,0,U,58005,999,11532,.66202312E-4,.691E-5,0
STARLINK-30526,2023-153R,2025-10-30T15:21:22.922496,15.02536071,.00012416,43.0044,30.1979,275.4981,84.5720,0,U,58006,999,11560,.27073117E-4,.162E-5,0
STARLINK-30527,2023-153S,2025-10-30T19:01:45.599232,15.27580992,.0001039,43.0013,211.9693,274.5424,85.5309,0,U,58007,999,11759,.16384549E-3,.4249E-4,0
STARLINK-30522,2023-153T,2025-10-30T17:10:35.450112,15.02535273,.00014332,43.0023,55.0942,268.9910,91.0768,0,U,58008,999,11532,.63319587E-4,.652E-5,0
STARLINK-30486,2023-153U,2025-10-30T16:41:49.736256,15.02537279,.00013005,43.0030,54.9418,264.4108,95.6586,0,U,58009,999,11522,-.10033764E-3,-.1559E-4,0
STARLINK-30520,2023-153V,2025-10-30T18:03:19.984896,15.02535918,.00014492,43.0040,55.3546,273.7463,86.3214,0,U,58010,999,11522,.90792451E-4,.1023E-4,0
STARLINK-30497,2023-153W,2025-10-30T17:58:32.270304,15.02534728,.00014574,43.0032,55.3299,260.8676,99.2001,0,U,58011,999,11532,.24834338E-4,.132E-5,0
STARLINK-30525,2023-153X,2025-10-30T16:08:25.685664,15.02549606,.00014871,43.0039,55.6140,265.4884,94.5789,0,U,58012,999,11531,.14701473E-3,.1783E-4,0
STARLINK-30514,2023-156A,2025-10-31T06:24:21.697920,15.30196975,.00014368,53.1610,319.3310,101.8060,258.3102,0,U,58028,999,11650,.48507093E-4,.1077E-4,0
STARLINK-30518,2023-156B,2025-10-31T06:38:02.161824,15.30190010,.00019256,53.1611,319.3939,121.3655,238.7534,0,U,58029,999,11650,.10320818E-3,.2697E-4,0
STARLINK-30549,2023-156C,2025-10-31T07:16:01.528608,15.30168742,.00014075,53.1601,319.3760,75.3407,284.7750,0,U,58030,999,11645,-.13642242E-4,-.763E-5,0
STARLINK-30556,2023-156D,2025-10-31T06:07:36.968736,15.30194355,.00012969,53.1610,329.6079,99.7741,260.3406,0,U,58031,999,11634,.17566185E-4,.161E-5,0
STARLINK-30561,2023-156E,2025-10-31T07:25:02.688960,15.30229498,.00016546,53.1606,319.4094,127.0319,233.0833,0,U,58032,999,11650,.18332882E-3,.5079E-4,0
STARLINK-30562,2023-156F,2025-10-30T16:37:07.538304,15.30219458,.00013482,53.1634,51.7212,104.7738,255.3413,0,U,58033,999,11513,.15444147E-3,.422E-4,0
STARLINK-30565,2023-156G,2025-10-31T07:28:08.926752,15.30192477,.0001663,53.1607,319.4296,91.7314,268.3877,0,U,58034,999,11650,.44308781E-4,.953E-5,0
STARLINK-30438,2023-156H,2025-10-31T06:16:46.216992,15.30198107,.00012581,53.1603,319.2935,92.9055,267.2090,0,U,58035,999,11645,.33246147E-4,.626E-5,0
STARLINK-30437,2023-156J,2025-10-31T06:28:55.249824,15.30194978,.00013304,53.1614,319.3408,94.3216,265.7937,0,U,58036,999,11645,.45792331E-4,.997E-5,0
STARLINK-30533,2023-156K,2025-10-30T17:19:42.522816,15.30211857,.00012693,53.1590,51.8910,95.6581,264.4565,0,U,58037,999,11513,.12679522E-2,.37397E-3,0
STARLINK-30560,2023-156L,2025-10-31T06:52:18.442848,15.30185419,.00015777,53.1602,316.6006,98.9646,261.1533,0,U,58038,999,11649,-.54081131E-4,-.196E-4,0
STARLINK-30559,2023-156M,2025-10-30T14:36:20.232864,15.23659978,.00053728,53.1638,61.0539,343.4943,16.5879,0,U,58039,999,11499,.44032182E-2,.108227E-2,0
STARLINK-30555,2023-156N,2025-10-30T17:09:03.213792,15.30221736,.0001245,53.1594,51.8626,103.9908,256.1231,0,U,58040,999,11513,.23481101E-3,.6606E-4,0
STARLINK-30542,2023-156P,2025-10-31T06:10:42.028896,15.30206238,.00014104,53.1596,319.4347,131.3781,228.7341,0,U,58041,999,11649,.85942127E-4,.2187E-4,0
STARLINK-30563,2023-156Q,2025-10-31T06:08:21.971904,15.30196798,.00015496,53.1616,316.9715,104.5232,255.5941,0,U,58042,999,11653,.52425162E-4,.1193E-4,0
STARLINK-30564,2023-156R,2025-10-31T07:29:40.233408,15.30156508,.00020974,53.1602,319.4361,102.8401,257.2835,0,U,58043,999,11650,-.29272216E-2,-.85955E-3,0
STARLINK-30547,2023-156S,2025-10-30T17:24:15.353280,15.30209360,.00011791,53.1589,51.8834,103.5744,256.5388,0,U,58044,999,11513,.26198558E-3,.741E-4,0
STARLINK-30550,2023-156T,2025-10-31T03:46:21.639360,15.30159724,.00012355,53.1610,243.0179,83.6569,276.4573,0,U,58045,999,11754,.24411954E-3,.6869E-4,0
STARLINK-30548,2023-156U,2025-10-30T14:08:33.951840,15.30199060,.00011523,53.1596,52.5060,88.7873,271.3260,0,U,58046,999,11506,.11182795E-3,.2954E-4,0
STARLINK-30529,2023-156V,2025-10-30T16:22:07.045536,15.30203044,.00003396,53.1596,52.3538,119.5924,240.5111,0,U,58047,999,11507,-.9573771E-5,-.642E-5,0
STARLINK-30554,2023-156W,2025-10-30T15:21:20.632896,15.30198395,.00013729,53.1593,52.1063,96.9385,263.1772,0,U,58048,999,11507,.78305062E-4,.196E-4,0
STARLINK-30568,2023-158A,2025-10-29T13:35:45.379680,15.02566453,.00015166,43.0040,23.1051,265.5454,94.5215,0,U,58051,999,11380,-.45679425E-3,-.6374E-4,0
STARLINK-30575,2023-158B,2025-10-30T15:17:00.047040,15.02538281,.00015222,43.0066,17.3783,273.8169,86.2500,0,U,58052,999,11396,.12751806E-3,.1519E-4,0
STARLINK-30577,2023-158C,2025-10-30T15:02:36.560256,15.02536682,.00010851,43.0051,17.2865,274.7790,85.2928,0,U,58053,999,11396,.50926028E-4,.484E-5,0
STARLINK-30566,2023-158D,2025-10-31T05:14:34.032480,15.02556108,.00016795,43.0030,14.0054,248.7001,111.3662,0,U,58054,999,11405,-.19599987E-2,-.26594E-3,0
STARLINK-30544,2023-158E,2025-10-30T12:53:19.145760,15.02537239,.00014778,43.0049,17.4889,264.9812,95.0862,0,U,58055,999,11395,.67561484E-4,.709E-5,0
STARLINK-30553,2023-158F,2025-10-30T13:07:42.587616,15.02535549,.00014734,43.0039,17.5637,274.0893,85.9781,0,U,58056,999,11395,-.24294446E-4,-.532E-5,0
STARLINK-30541,2023-158G,2025-10-30T14:48:13.926240,15.02535199,.00011855,43.0019,17.2311,279.2224,80.8484,0,U,58057,999,11396,.28898771E-4,.187E-5,0
STARLINK-30573,2023-158H,2025-10-30T13:02:54.519648,15.02537805,.00016346,43.0038,17.5400,258.3684,101.6975,0,U,58058,999,11395,.28472477E-4,.181E-5,0
STARLINK-30582,2023-158J,2025-10-30T15:59:59.132832,15.02542054,.00014386,43.0040,16.7445,257.5651,102.5030,0,U,58059,999,11397,-.21433894E-3,-.3098E-4,0
STARLINK-30558,2023-158K,2025-10-30T15:21:47.549952,15.02533489,.000124,43.0030,17.3902,271.2137,88.8563,0,U,58060,999,11396,.34792477E-4,.266E-5,0
STARLINK-30579,2023-158L,2025-10-30T12:44:36.769632,15.02529403,.00015542,43.0041,352.1350,298.3630,61.7056,0,U,58061,999,11424,.15298322E-3,.1863E-4,0
STARLINK-30588,2023-158M,2025-10-30T12:38:56.905728,15.02494994,.00008531,43.0055,17.4119,278.4369,81.6377,0,U,58062,999,11395,.69446505E-3,.918E-4,0
STARLINK-30585,2023-158N,2025-10-30T14:00:16.792416,15.02538120,.00013514,43.0042,16.9792,268.9656,91.1031,0,U,58063,999,11396,.24698421E-4,.13E-5,0
STARLINK-30587,2023-158P,2025-10-30T14:19:27.432192,15.02545999,.00014472,43.0028,17.0793,277.0278,83.0399,0,U,58064,999,11396,-.1044368E-3,-.1614E-4,0
STARLINK-30576,2023-158Q,2025-10-30T13:22:05.335680,15.02538593,.0001272,43.0029,17.6419,267.6665,92.4032,0,U,58065,999,11395,.45118363E-4,.406E-5,0
STARLINK-30571,2023-158R,2025-10-30T13:50:41.530848,15.02535905,.00013518,43.0030,16.9299,267.3581,92.7106,0,U,58066,999,11396,.21655587E-4,.89E-6,0
STARLINK-30567,2023-158S,2025-10-30T15:18:35.595936,15.02534550,.00011635,43.0039,17.3696,276.0138,84.0571,0,U,58067,999,11396,.49639164E-4,.467E-5,0
STARLINK-30569,2023-158T,2025-10-30T14:09:52.143840,15.02539399,.00013061,43.0049,17.0274,268.1908,91.8785,0,U,58068,999,11396,.52465458E-4,.505E-5,0
STARLINK-30480,2023-158U,2025-10-30T20:21:39.640608,15.27590682,.00016148,43.0032,258.1008,267.2493,92.8174,0,U,58069,999,11538,.97119796E-4,.2412E-4,0
STARLINK-30532,2023-158V,2025-10-30T14:05:04.651296,15.02539891,.00011106,43.0057,17.0013,275.1998,84.8718,0,U,58070,999,11396,-.24146541E-4,-.53E-5,0
STARLINK-30513,2023-158W,2025-10-31T08:00:03.000384,15.30401023,.0004914,43.0004,121.5231,285.7871,311.7522,0,U,58071,999,592,.25828661E-2,.7809E-3,0
STARLINK-30506,2023-158X,2025-10-30T15:31:12.736416,15.02537710,.00009397,43.0032,16.5902,274.3315,85.7420,0,U,58072,999,11397,.65203605E-4,.677E-5,0
STARLINK-30604,2023-160A,2025-10-30T17:17:46.322592,15.02533606,.00013821,43.0019,66.7799,278.5603,81.5083,0,U,58075,999,11336,.35490685E-3,.4593E-4,0
STARLINK-30500,2023-160B,2025-10-30T17:31:59.047392,15.02542483,.00013626,43.0030,65.9900,275.8983,84.1704,0,U,58076,999,11337,.51618521E-3,.6777E-4,0
STARLINK-30613,2023-160C,2025-10-30T15:32:26.600640,15.02536753,.00017191,43.0037,67.0905,275.0495,85.0151,0,U,58077,999,11336,.27633844E-4,.17E-5,0
STARLINK-30597,2023-160D,2025-10-30T17:22:33.289824,15.02538237,.00014184,43.0037,66.7834,270.3808,89.6872,0,U,58078,999,11336,.97568573E-4,.1115E-4,0
STARLINK-30598,2023-160E,2025-10-30T17:03:22.534272,15.02537957,.0001337,43.0046,66.7030,273.9119,86.1571,0,U,58079,999,11336,.11262114E-3,.1318E-4,0
STARLINK-30603,2023-160F,2025-10-30T18:34:18.561216,15.02538032,.00016376,43.0027,66.3172,265.0056,95.0599,0,U,58080,999,11337,.69154519E-4,.731E-5,0
STARLINK-30602,2023-160G,2025-10-30T17:46:21.994176,15.02547795,.00014341,43.0034,66.0553,265.7853,94.2826,0,U,58081,999,11337,-.38291435E-4,-.721E-5,0
STARLINK-30610,2023-160H,2025-10-30T16:53:47.415264,15.02536256,.00014526,43.0047,66.6494,267.1142,92.9535,0,U,58082,999,11336,.42014918E-4,.364E-5,0
STARLINK-30551,2023-160J,2025-10-30T16:48:59.455296,15.02535307,.00011932,43.0035,66.6206,269.5314,90.5392,0,U,58083,999,11336,.40001585E-4,.337E-5,0
STARLINK-30586,2023-160K,2025-10-30T16:44:11.935104,15.02535904,.00011304,43.0025,66.5985,267.1667,92.9046,0,U,58084,999,11336,.68057228E-4,.716E-5,0
STARLINK-30609,2023-160L,2025-10-30T16:39:24.203232,15.02535566,.00013289,43.0033,66.5741,264.6522,95.4169,0,U,58085,999,11336,.58945731E-4,.593E-5,0
STARLINK-30583,2023-160M,2025-10-30T16:34:37.825248,15.02529210,.00011914,43.0028,66.5497,264.3914,95.6793,0,U,58086,999,11336,.11982121E-3,.1415E-4,0
STARLINK-30557,2023-160N,2025-10-30T16:33:01.030464,15.02534060,.00012104,43.0037,66.5445,280.8585,79.2121,0,U,58087,999,11336,.49780782E-4,.469E-5,0
STARLINK-30591,2023-160P,2025-10-30T18:00:44.985024,15.02536378,.0001653,43.0048,66.1371,269.2052,90.8601,0,U,58088,999,11337,.40735188E-4,.347E-5,0
STARLINK-30584,2023-160Q,2025-10-30T16:20:13.401888,15.02537928,.00015736,43.0023,66.4765,279.3401,80.7263,0,U,58089,999,11336,.7275947E-4,.779E-5,0
STARLINK-30590,2023-160R,2025-10-30T18:05:32.397216,15.02538155,.00014671,43.0032,66.1616,274.2063,85.8612,0,U,58090,999,11337,.76433528E-4,.829E-5,0
STARLINK-30608,2023-160S,2025-10-30T17:51:09.027936,15.02547015,.00012619,43.0051,66.0854,268.1017,91.9681,0,U,58091,999,11337,.12594441E-3,.1498E-4,0
STARLINK-30615,2023-160T,2025-10-30T16:09:04.008384,15.02511756,.00015835,43.0055,66.4134,271.2922,88.7739,0,U,58092,999,11336,.24955652E-3,.3167E-4,0
STARLINK-30578,2023-160U,2025-10-30T18:48:41.502816,15.02541058,.00011974,43.0043,66.3758,278.5230,81.5476,0,U,58093,999,11337,.82788367E-4,.915E-5,0
