OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1053,2019-074AX,2025-10-09T20:57:05.889312,15.57574540,.0001324,53.0397,110.0873,155.8649,204.2424,0,U,44758,999,32650,.6003E-3,.44836E-3,0
STARLINK-1054,2019-074AY,2025-10-09T15:06:14.137056,15.75400816,.000752,53.0378,139.0365,102.4462,257.7399,0,U,44759,999,32371,.1618E-2,.257223E-2,0
STARLINK-1056,2019-074BA,2025-10-09T13:46:01.778880,15.87615841,.000555,53.0390,127.1087,115.0187,245.1413,0,U,44761,999,32623,.97441E-3,.273186E-2,0
STARLINK-1060,2019-074BE,2025-10-09T15:52:18.247584,15.55424939,.0003594,53.0536,157.4563,124.8333,235.3015,0,U,44765,999,32580,.63130899E-2,.463709E-2,0
STARLINK-1063,2019-074BH,2025-10-10T05:10:13.381824,15.06412766,.0001474,53.0534,182.1253,99.8614,260.2542,0,U,44768,999,32552,.79724484E-3,.11617E-3,0
STARLINK-1067,2019-074BL,2025-10-09T11:23:22.250112,15.06385623,.0001581,53.0545,185.4518,91.1684,268.9486,0,U,44771,999,32540,-.30721E-5,-.327E-5,0
STARLINK-1068,2019-074BM,2025-10-09T23:54:23.089248,15.06410269,.00014436,53.0518,163.1101,81.9411,278.1741,0,U,44772,999,32575,.59687494E-3,.8622E-4,0
STARLINK-1112,2020-001M,2025-10-10T05:15:08.046432,15.49686927,.00010633,53.0520,266.8601,76.3208,283.7918,0,U,44925,999,31766,.2193185E-2,.12517E-2,0
STARLINK-1114,2020-001P,2025-10-10T05:36:44.885376,15.06394405,.00015181,53.0543,302.0423,78.2803,281.8356,0,U,44927,999,31717,-.75285321E-4,-.1403E-4,0
STARLINK-1123,2020-001S,2025-10-10T07:33:31.360320,15.06395257,.00013734,53.0545,301.6791,82.8306,277.2839,0,U,44930,999,31718,-.67339909E-4,-.1284E-4,0
STARLINK-1144,2020-001V,2025-10-10T03:48:09.406080,15.54636423,.00137057,53.0462,244.9648,15.7455,344.3979,0,U,44933,999,31926,.127369E-2,.86567E-3,0
STARLINK-1091,2020-001AC,2025-10-09T06:41:58.050240,15.85659522,.0003025,53.0391,231.1007,83.4902,276.6465,0,U,44940,999,31807,.11989E-2,.306587E-2,0
STARLINK-1094,2020-001AD,2025-10-10T06:16:33.136896,15.06400765,.00012821,53.0542,281.9158,105.7806,254.3324,0,U,44941,999,31745,.53828445E-4,.52E-5,0
STARLINK-1096,2020-001AE,2025-10-09T16:48:16.575840,15.81523933,.00036464,52.9926,55.7888,316.3250,43.7482,0,U,44942,999,32055,.74414593E-3,.153437E-2,0
STARLINK-1122,2020-001AM,2025-10-10T06:48:24.021504,15.06399837,.00015709,53.0543,281.8148,92.3173,267.7996,0,U,44949,999,31745,-.43085457E-4,-.923E-5,0
STARLINK-1080,2020-001AZ,2025-10-10T03:34:40.371168,15.06397390,.00016064,53.0532,262.4222,83.2135,276.9037,0,U,44961,999,31772,.26351142E-3,.3645E-4,0
STARLINK-1090,2020-001BG,2025-10-10T05:15:30.843936,15.06403724,.00014073,53.0540,262.1084,96.4532,263.6618,0,U,44968,999,31773,.57591812E-4,.577E-5,0
STARLINK-1107,2020-001BL,2025-10-10T00:34:11.431488,15.60972758,.00073852,53.0114,186.4738,132.6806,227.4830,0,U,44972,999,31877,.13624854E-2,.117738E-2,0
STARLINK-1132,2020-006A,2025-10-10T02:41:35.123712,15.06406626,.00013429,53.0553,222.5854,100.7956,259.3184,0,U,45044,999,31404,.26612177E-4,.115E-5,0
STARLINK-1131,2020-006D,2025-10-10T03:42:43.892352,15.06401139,.00015209,53.0550,242.9352,80.3426,279.7735,0,U,45047,999,31376,-.2047712E-4,-.587E-5,0
STARLINK-1134,2020-006E,2025-10-10T01:44:44.397312,15.25563699,.00118552,53.0375,224.1486,70.1152,290.1122,0,U,45048,999,31402,.77824087E-3,.19755E-3,0
STARLINK-1156,2020-006L,2025-10-10T06:11:15.460512,15.06397739,.00015724,53.0547,241.9358,87.0112,273.1057,0,U,45054,999,31378,-.42602108E-4,-.916E-5,0
STARLINK-1159,2020-006P,2025-10-10T06:32:29.704992,15.06389304,.00017698,53.0539,241.8681,93.1122,267.0070,0,U,45057,999,31379,.34553605E-3,.4867E-4,0
STARLINK-1166,2020-006S,2025-10-10T03:37:19.768800,15.06393962,.00014766,53.0546,242.4156,90.8548,269.2610,0,U,45060,999,31377,.51830136E-4,.49E-5,0
STARLINK-1169,2020-006T,2025-10-10T03:47:57.611616,15.06392801,.00019701,53.0554,242.3828,67.2416,292.8781,0,U,45061,999,31377,.32447977E-3,.4554E-4,0
STARLINK-1171,2020-006U,2025-10-10T06:37:47.224992,15.06402012,.00013882,53.0547,241.8472,84.8020,275.3127,0,U,45062,999,31379,.60299051E-4,.617E-5,0
STARLINK-1133,2020-006W,2025-10-10T03:45:17.686944,15.06394283,.00014854,53.0544,222.3858,80.2181,279.8976,0,U,45064,999,31405,-.9246501E-5,-.419E-5,0
STARLINK-1167,2020-006AD,2025-10-10T05:57:58.189824,15.06410442,.0001548,53.0543,221.9760,85.8110,274.3056,0,U,45071,999,31406,.11299632E-3,.1402E-4,0
STARLINK-1168,2020-006AE,2025-10-10T02:52:12.571680,15.06408772,.00014852,53.0545,222.5533,99.1946,260.9211,0,U,45072,999,31404,.56812722E-3,.8193E-4,0
STARLINK-1172,2020-006AG,2025-10-10T06:19:13.219680,15.06406733,.00015163,53.0536,221.9093,86.0925,274.0237,0,U,45074,999,31406,.40853126E-3,.581E-4,0
STARLINK-1153,2020-006AN,2025-10-10T05:47:21.084000,15.06413215,.00012848,53.0536,222.0086,99.2659,260.8475,0,U,45080,999,31406,.11393707E-3,.1417E-4,0
STARLINK-1151,2020-006AP,2025-10-10T05:26:07.384704,15.06410769,.00012371,53.0538,222.1488,91.3390,268.7741,0,U,45081,999,31406,.175619E-3,.2336E-4,0
STARLINK-1190,2020-006AR,2025-10-09T18:21:20.639808,15.79787147,.00073788,53.0478,187.1205,109.1107,251.0713,0,U,45083,999,31451,.89826524E-3,.171667E-2,0
STARLINK-1173,2020-006AS,2025-10-09T20:04:07.724064,15.94999788,.0002248,53.0391,149.0227,77.8393,282.2885,0,U,45084,999,31505,.82959641E-3,.327132E-2,.53205772E-4
STARLINK-1185,2020-006AV,2025-10-10T04:51:38.176416,15.06414520,.00014265,53.0545,202.1801,95.6040,264.5111,0,U,45087,999,31434,.71159551E-3,.10338E-3,0
STARLINK-1183,2020-006AW,2025-10-10T02:12:24.483456,15.06396902,.00014089,53.0546,202.6789,92.4332,267.6818,0,U,45088,999,31432,.14737142E-3,.1914E-4,0
STARLINK-1176,2020-006AY,2025-10-09T20:11:07.441440,15.91556400,.00005807,53.0445,147.1128,6.1962,353.9071,0,U,45090,999,31508,.86761508E-3,.284826E-2,.41435089E-4
STARLINK-1142,2020-006BB,2025-10-10T00:46:03.624960,15.54938703,.00045528,53.0354,144.1182,154.8406,205.2827,0,U,45093,999,31514,.12987781E-2,.88991E-3,0
STARLINK-1147,2020-006BD,2025-10-10T02:17:10.310208,16.11657158,.0002609,53.0326,140.6109,237.0111,123.0672,0,U,45095,999,31519,.79224E-3,.850795E-2,.4289E-3
STARLINK-1152,2020-006BE,2025-10-10T00:04:16.091328,15.22495384,.00088545,53.0476,187.8101,100.9819,259.2173,0,U,45096,999,31452,.20339347E-3,.4445E-4,0
STARLINK-1184,2020-006BG,2025-10-10T02:33:38.513664,15.06394198,.0001361,53.0540,202.6109,86.7724,273.3420,0,U,45098,999,31432,.35076872E-3,.4946E-4,0
STARLINK-1193,2020-006BJ,2025-10-10T02:28:17.720832,15.06433768,.00014196,53.0535,202.6277,96.0978,264.0172,0,U,45100,999,31432,.83190489E-3,.12143E-3,0
STARLINK-1143,2020-012B,2025-10-09T13:34:37.547040,15.37057124,.0005665,53.0542,333.7539,313.8376,46.2158,0,U,45179,999,31250,.16876E-2,.62245E-3,0
STARLINK-1202,2020-012F,2025-10-10T05:34:04.472544,15.06401385,.00015693,53.0557,2.0511,104.4778,255.6385,0,U,45183,999,31216,.13868732E-3,.1785E-4,0
STARLINK-1216,2020-012H,2025-10-09T11:52:31.281600,15.06427432,.000169,53.0551,5.3572,87.4407,272.6776,0,U,45185,999,31199,.53738E-3,.7738E-4,0
STARLINK-1225,2020-012K,2025-10-09T15:30:07.793856,15.06423947,.00015981,53.0557,4.6809,98.5851,261.5319,0,U,45187,999,31206,.51062731E-3,.7337E-4,0
STARLINK-1230,2020-012M,2025-10-10T05:55:18.649632,15.06397794,.00015205,53.0554,1.9860,88.0934,272.0229,0,U,45189,999,30938,-.12154159E-3,-.2091E-4,0
STARLINK-1234,2020-012N,2025-10-10T06:20:42.660960,15.07714212,.00015592,53.0527,321.8956,103.3753,256.7411,0,U,45190,999,31262,.20775017E-1,.336047E-2,0
STARLINK-1269,2020-012V,2025-10-09T14:15:49.391424,15.06426802,.0001781,53.0557,4.9165,94.6808,265.4384,0,U,45197,999,31203,.7081E-3,.10289E-3,0
STARLINK-1154,2020-012W,2025-10-10T07:33:31.680864,15.06393688,.00012733,53.0555,341.6794,92.6479,267.4656,0,U,45198,999,31239,.63729786E-4,.668E-5,0
STARLINK-1199,2020-012Z,2025-10-09T11:07:24.767904,15.06427082,.000173,53.0554,345.5021,89.3833,270.7354,0,U,45201,999,31232,.66386E-3,.9628E-4,0
STARLINK-1209,2020-012AE,2025-10-10T06:27:09.149760,15.06393568,.00014491,53.0539,321.8873,73.8057,286.3092,0,U,45206,999,31177,-.43143412E-3,-.6701E-4,0
STARLINK-1210,2020-012AF,2025-10-10T05:05:58.320384,15.51246548,.0013376,53.0270,289.1892,338.7557,21.2894,0,U,45207,999,31318,.1356594E-2,.8148E-3,0
STARLINK-1231,2020-012AL,2025-10-09T13:14:01.234752,15.10474418,.0003219,53.0527,344.2087,306.6062,53.4632,0,U,45212,999,31230,.13171E-2,.21703E-3,0
STARLINK-1271,2020-012AR,2025-10-10T07:28:12.645408,15.06392053,.00014605,53.0575,341.6929,91.1540,268.9616,0,U,45217,999,31245,-.32041638E-4,-.759E-5,0
STARLINK-1191,2020-012AW,2025-10-10T07:41:29.528160,15.06403575,.00014615,53.0537,321.6529,77.9318,282.1835,0,U,45222,999,31273,.28921188E-3,.4029E-4,0
STARLINK-1212,2020-012AX,2025-10-10T01:45:58.463712,15.06399850,.00016307,53.0552,323.4165,87.3613,272.7562,0,U,45223,999,31269,.11792795E-3,.1475E-4,0
STARLINK-1215,2020-012AZ,2025-10-09T11:57:50.984928,15.06398096,.0001657,53.0569,325.3428,98.1794,261.9383,0,U,45225,999,31256,-.73355E-4,-.1374E-4,0
STARLINK-1217,2020-012BA,2025-10-10T09:00:58.530816,16.05476919,.000152,53.0377,259.9938,116.6135,243.5053,0,U,45226,999,31351,.90195E-3,.651706E-2,.21886E-3
STARLINK-1221,2020-012BB,2025-10-10T04:15:08.185248,15.35882604,.00017477,53.0679,259.5837,261.2454,98.8350,0,U,45227,999,31353,.45255934E-3,.15684E-3,0
STARLINK-1222,2020-012BC,2025-10-10T07:52:04.966464,15.06400619,.00013315,53.0540,321.6186,90.0058,270.1083,0,U,45228,999,31262,-.67077738E-4,-.128E-4,0
STARLINK-1226,2020-012BD,2025-10-09T11:52:32.682144,15.06403154,.0001651,53.0564,325.3607,90.5809,269.5370,0,U,45229,999,31250,.23144E-3,.3168E-4,0
STARLINK-1227,2020-012BE,2025-10-09T19:44:54.700512,15.06410571,.00014217,53.0551,323.8847,79.9530,280.1619,0,U,45230,999,31267,.86357386E-4,.1005E-4,0
STARLINK-1246,2020-012BK,2025-10-10T05:39:23.632416,15.06394539,.00019757,53.0555,2.0311,82.1983,277.9230,0,U,45235,999,31218,.34980823E-4,.239E-5,0
STARLINK-1270,2020-012BM,2025-10-10T07:20:14.350560,15.06409498,.00013756,53.0545,321.7187,81.4294,278.6850,0,U,45237,999,31273,.17820132E-3,.2374E-4,0
STARLINK-1279,2020-019A,2025-10-10T04:44:59.627040,15.06375218,.00010211,53.0535,92.2002,91.5109,268.5997,0,U,45360,999,30745,.39339178E-3,.5579E-4,0
STARLINK-1301,2020-019B,2025-10-09T22:05:33.188064,15.06449389,.0001326,53.0525,103.4474,81.6318,278.4822,0,U,45361,999,30728,.69007E-3,.10026E-3,0
STARLINK-1306,2020-019C,2025-10-09T21:13:04.854144,15.61817985,.0007774,53.0464,100.0725,158.6800,201.4539,0,U,45362,999,30732,.19515E-2,.175743E-2,0
STARLINK-1262,2020-019G,2025-10-10T06:48:23.592096,15.06391233,.0001205,53.0536,121.8150,85.6752,274.4375,0,U,45366,999,30706,-.13230476E-3,-.2251E-4,0
STARLINK-1273,2020-019H,2025-10-09T23:22:33.236256,15.06406052,.00012942,53.0528,123.2073,94.1705,265.9432,0,U,45367,999,30701,.10140274E-3,.123E-4,0
STARLINK-1276,2020-019J,2025-10-10T06:37:47.337312,15.06400391,.00013664,53.0544,121.8520,88.9380,271.1766,0,U,45368,999,30706,.60410139E-4,.618E-5,0
STARLINK-1277,2020-019K,2025-10-10T06:27:16.935264,15.06399466,.00015208,53.0539,122.5121,90.4519,269.6644,0,U,45369,999,30705,.89242237E-4,.1048E-4,0
STARLINK-1281,2020-019L,2025-10-09T23:59:41.646048,15.06405835,.00013492,53.0496,123.0941,91.5381,268.5763,0,U,45370,999,30702,.91307735E-4,.1079E-4,0
STARLINK-1300,2020-019Q,2025-10-10T06:53:39.953472,15.06434320,.00011118,53.0543,121.7994,102.5550,257.5564,0,U,45374,999,30706,.34685353E-3,.4893E-4,0
STARLINK-1302,2020-019R,2025-10-09T21:41:42.194976,15.06402526,.000159,53.0525,123.5228,88.1792,271.9379,0,U,45375,999,30700,.17459E-3,.232E-4,0
STARLINK-1304,2020-019S,2025-10-10T06:05:55.584384,15.06410214,.00012945,53.0514,121.9496,92.3480,267.7657,0,U,45376,999,30705,-.1606045E-3,-.2673E-4,0
STARLINK-1305,2020-019T,2025-10-10T06:43:03.926784,15.06408259,.00013803,53.0522,121.8312,98.1994,261.9152,0,U,45377,999,30706,-.29129412E-3,-.4619E-4,0
STARLINK-1319,2020-019V,2025-10-10T06:32:28.610304,15.06402639,.00015176,53.0539,121.8693,88.8150,271.3013,0,U,45379,999,30706,.92838322E-4,.1102E-4,0
STARLINK-1266,2020-019Z,2025-10-10T04:59:35.006784,15.06394317,.0001386,53.0559,102.1569,86.5495,273.5652,0,U,45383,999,30732,.5779118E-4,.579E-5,0
STARLINK-1267,2020-019AA,2025-10-10T04:38:28.292064,15.06400331,.00015429,53.0553,102.8793,88.7228,271.3938,0,U,45384,999,30731,-.22079908E-4,-.61E-5,0
STARLINK-1272,2020-019AC,2025-10-10T04:48:57.767040,15.06396669,.00015054,53.0537,102.1910,89.8427,270.2734,0,U,45386,999,30732,-.31391456E-4,-.749E-5,0
STARLINK-1274,2020-019AD,2025-10-10T04:47:44.933568,15.26776241,.00071562,53.0365,90.7070,140.5452,219.6068,0,U,45387,999,30748,.1034498E-2,.27363E-3,0
STARLINK-1280,2020-019AE,2025-10-10T06:11:14.544672,15.06404190,.00016033,53.0535,121.9325,81.8845,278.2326,0,U,45388,999,30704,.38752E-6,-.276E-5,0
STARLINK-1283,2020-019AF,2025-10-09T00:33:16.237440,15.16454653,.00013182,53.0534,107.2656,46.4934,313.6169,0,U,45389,999,30715,.2592454E-1,.544175E-2,0
STARLINK-1284,2020-019AG,2025-10-10T05:04:55.174944,15.06391277,.00014816,53.0536,102.1418,99.7283,260.3874,0,U,45390,999,30732,.92990391E-4,.1104E-4,0
STARLINK-1292,2020-019AL,2025-10-08T20:33:42.019776,15.81069049,.0006843,53.0495,71.5635,253.8929,106.1339,0,U,45394,999,30737,.18922E-2,.39423E-2,0
STARLINK-1297,2020-019AM,2025-10-09T22:00:17.116128,15.06391992,.0001402,53.0551,103.4639,90.5388,269.5762,0,U,45395,999,30646,.12204E-3,.1536E-4,0
STARLINK-1307,2020-019AP,2025-10-10T05:47:21.015744,15.06402914,.00013532,53.0540,102.0059,91.5728,268.5416,0,U,45397,999,30715,.70934426E-4,.775E-5,0
STARLINK-1312,2020-019AQ,2025-10-09T17:10:44.243040,15.81521945,.00028592,53.0436,66.8150,188.2028,171.8948,0,U,45398,999,30753,.15064839E-2,.317242E-2,0
STARLINK-1255,2020-019AR,2025-10-10T05:00:54.877536,15.06403025,.00016201,53.0530,92.1543,88.1299,271.9876,0,U,45399,999,30727,.51592304E-4,.487E-5,0
STARLINK-1259,2020-019AV,2025-10-09T08:53:47.113152,15.95522791,.0001308,53.0460,48.8044,47.9434,312.1704,0,U,45403,999,30780,.10057E-2,.408578E-2,.78069E-4
STARLINK-1260,2020-019AW,2025-10-09T21:50:59.945856,15.06400372,.0002176,53.0539,93.4913,82.0477,278.0758,0,U,45404,999,30713,.31057E-4,.181E-5,0
STARLINK-1263,2020-019AX,2025-10-09T19:54:13.794048,15.06409268,.0001487,53.0538,93.8571,89.2797,270.8362,0,U,45405,999,30712,.32047712E-3,.4496E-4,0
STARLINK-1265,2020-019AY,2025-10-09T20:04:48.761472,15.06415738,.00016284,53.0546,93.8238,102.6917,257.4254,0,U,45406,999,30712,.18314139E-3,.2448E-4,0
STARLINK-1278,2020-019BA,2025-10-10T06:16:32.903616,15.06396213,.00013628,53.0522,121.9169,86.3436,273.7709,0,U,45408,999,30677,.10426737E-4,-.126E-5,0
STARLINK-1296,2020-019BE,2025-10-09T12:12:26.044992,15.06407232,.0001365,53.0537,95.2959,89.7519,270.3626,0,U,45412,999,30707,.75103E-4,.838E-5,0
STARLINK-1298,2020-019BF,2025-10-09T21:48:04.465728,15.47239523,.000851,53.0501,76.2963,183.3602,176.7349,0,U,45413,999,30747,.21949E-2,.114953E-2,0
STARLINK-1309,2020-019BG,2025-10-09T22:06:54.205344,15.06405026,.0001484,53.0541,93.4434,82.9798,277.1360,0,U,45414,999,30712,.2549E-4,.98E-6,0
STARLINK-1316,2020-019BH,2025-10-10T05:06:13.608864,15.06394972,.00012801,53.0545,92.1340,91.1255,268.9881,0,U,45415,999,30720,.47696898E-4,.429E-5,0
STARLINK-1318,2020-019BJ,2025-10-09T10:38:13.514208,15.57726893,.0001561,53.0519,71.4933,329.1761,30.9158,0,U,45416,999,30741,.71193E-3,.53632E-3,0
STARLINK-1286,2020-019BK,2025-10-10T06:00:37.807776,15.06389377,.00018274,53.0511,121.9674,91.4896,268.6302,0,U,45417,999,30704,.52531144E-4,.501E-5,0
STARLINK-1308,2020-019BM,2025-10-09T23:33:09.419328,15.06409285,.00015174,53.0527,123.1750,89.5314,270.5849,0,U,45419,999,30675,.12455163E-3,.1575E-4,0
STARLINK-1329,2020-025A,2025-10-09T18:01:24.487104,15.06408018,.00015292,53.0534,64.2072,84.4644,275.6519,0,U,45531,999,30234,.67430534E-4,.723E-5,0
STARLINK-1338,2020-025B,2025-10-09T18:17:20.333760,15.06420431,.00014598,53.0540,64.1551,72.8217,287.2931,0,U,45532,999,30234,.27914227E-3,.3881E-4,0
STARLINK-1350,2020-025E,2025-10-09T15:06:09.274464,15.31571468,.00009098,53.0758,20.2043,104.6542,255.4559,0,U,45535,999,30297,.44683634E-3,.13471E-3,0
STARLINK-1362,2020-025H,2025-10-09T19:03:43.548192,15.06402152,.0000939,53.0537,63.7313,107.4473,252.6619,0,U,45538,999,30235,.47341928E-3,.6778E-4,0
STARLINK-1368,2020-025K,2025-10-09T19:10:25.566528,15.06401384,.00013783,53.0552,63.9913,89.2570,270.8577,0,U,45540,999,30234,.64153704E-4,.674E-5,0
STARLINK-1371,2020-025M,2025-10-09T18:27:56.954016,15.06408453,.00012981,53.0545,64.1238,95.2157,264.8980,0,U,45542,999,30234,.13493241E-3,.1729E-4,0
STARLINK-1372,2020-025N,2025-10-09T19:21:01.271808,15.06406845,.00013316,53.0544,63.9584,88.8573,271.2569,0,U,45543,999,30144,.9961465E-4,.1203E-4,0
STARLINK-1373,2020-025P,2025-10-09T19:47:33.686016,15.06406527,.00014049,53.0526,63.8768,91.5185,268.5965,0,U,45544,999,30235,.10010064E-3,.121E-4,0
STARLINK-1294,2020-025W,2025-10-09T14:48:31.500000,15.56180283,.0006556,53.0519,5.9372,332.2376,27.8284,0,U,45551,999,30315,.78942E-3,.56232E-3,0
STARLINK-1323,2020-025Y,2025-10-10T09:03:26.239392,16.06410920,.0005218,53.0309,339.1084,41.1104,319.0320,0,U,45553,999,30229,.85503E-3,.655772E-2,.22498E-3
STARLINK-1325,2020-025Z,2025-10-09T11:48:52.462368,15.50457680,.0005412,53.0616,359.1383,31.6422,328.4910,0,U,45554,999,30324,.41827E-2,.249779E-2,0
STARLINK-1327,2020-025AA,2025-10-10T07:52:04.517184,15.06399773,.00020171,53.0540,41.6159,86.2000,273.9219,0,U,45555,999,30270,.68847078E-4,.744E-5,0
STARLINK-1336,2020-025AC,2025-10-09T14:30:29.403072,15.98728998,.0002058,53.0385,349.3694,42.8248,317.2941,0,U,45557,999,30337,.77894E-3,.37763E-2,.70606E-4
STARLINK-1356,2020-025AK,2025-10-10T07:57:23.304672,15.06412042,.00041423,53.0448,41.5994,89.5476,270.5988,0,U,45564,999,30270,.14203411E-3,.1835E-4,0
STARLINK-1357,2020-025AL,2025-10-09T15:28:08.939424,15.28780591,.00048017,53.0643,33.3899,225.6156,134.4451,0,U,45565,999,30276,.27007634E-2,.77035E-3,0
STARLINK-1361,2020-025AN,2025-10-09T18:04:02.930880,15.06413276,.00014037,53.0541,44.1981,89.7241,270.3909,0,U,45567,999,30262,.12365828E-3,.1562E-4,0
STARLINK-1363,2020-025AP,2025-10-09T16:49:49.360800,15.06396694,.00019291,53.0518,44.6694,103.7064,256.4140,0,U,45568,999,30260,.31184579E-4,.183E-5,0
STARLINK-1366,2020-025AQ,2025-10-09T19:44:34.416384,15.06889198,.00009359,53.0562,43.8888,58.6226,301.4854,0,U,45569,999,30262,.91232138E-2,.140179E-2,0
STARLINK-1376,2020-025AR,2025-10-09T16:23:13.075872,15.06415476,.00014272,53.0547,44.5130,85.3573,274.7579,0,U,45570,999,30260,.21134447E-3,.2869E-4,0
STARLINK-1320,2020-025AT,2025-10-09T11:16:16.644576,15.39078214,.000826,53.0604,354.1367,279.9577,80.0494,0,U,45572,999,30331,.16093E-2,.63435E-3,0
STARLINK-1321,2020-025AU,2025-10-10T07:58:42.621600,15.06401001,.00026334,53.0522,31.5913,116.3795,243.7464,0,U,45573,999,30254,-.9254761E-5,-.42E-5,0
STARLINK-1328,2020-025AX,2025-10-09T14:31:25.923360,15.60789239,.00072395,53.0551,20.1928,309.2089,50.8281,0,U,45576,999,30295,.15023059E-2,.129129E-2,0
STARLINK-1331,2020-025AZ,2025-10-09T12:20:23.963136,15.06398756,.000064,53.0592,35.2698,93.0321,267.0741,0,U,45578,999,30273,-.29055E-3,-.4606E-4,0
STARLINK-1333,2020-025BB,2025-10-09T12:29:40.124256,15.06416861,.0001361,53.0546,45.2401,94.1367,265.9777,0,U,45580,999,30258,.14957E-3,.1948E-4,0
STARLINK-1335,2020-025BC,2025-10-09T15:47:24.533376,15.06392886,.00017849,53.0547,34.6262,82.9711,277.1481,0,U,45581,999,30274,-.60490331E-4,-.1182E-4,0
STARLINK-1337,2020-025BD,2025-10-09T11:32:38.037120,15.06395604,.0001434,53.0576,35.4259,95.6851,264.4301,0,U,45582,999,30271,-.15717E-3,-.2621E-4,0
STARLINK-1347,2020-025BH,2025-10-09T10:25:18.367968,15.28032755,.0004932,53.0558,24.7386,240.6817,119.3689,0,U,45586,999,30285,.20935E-2,.58132E-3,0
STARLINK-1360,2020-025BK,2025-10-10T05:31:28.509312,15.70480655,.00060182,53.0466,306.3286,40.4396,319.7067,0,U,45588,999,30403,.67116061E-3,.84299E-3,0
STARLINK-1364,2020-025BL,2025-10-09T16:24:33.614496,15.06392141,.00016838,53.0552,34.5143,85.6872,274.4310,0,U,45589,999,30274,-.16966429E-3,-.2807E-4,0
